"review_title","review_text","review_star","page"
"







  
  
    5
  
","









  
  
    
  5

  
","5.0 out of 5 stars",57
"







  
  
    300$ paper weight
  
","









  
  
    
  Be careful. Even if you buy this phone you will NEVER be able to trade it in. Even with AT&T. Don’t be fooled and end up with. 300$+ paper weight.

  
","1.0 out of 5 stars",57
"







  
  
    Doesn't work with my AT&T Sim card
  
","









  
  
    
  I bought this phone with intention of switching my Sim card from my current phone, to this one since I already have AT&T. But when I when to get my Sim card switched at the store (since I also bought a case there as well) they told me it didn't work because the phone was locked. Very dissatisfied with my purchase.

  
","1.0 out of 5 stars",4
"







  
  
    Barely Functioned
  
","









  
  
    
  I should have known better- as soon as I tried to turn the phone on to set it up, there were problems. The phone was not responding to charging or me pressing the home/power buttons.I finally got it to turn on and assumed it was just a freak occurence (I was mistaken) and began to set up the phone. The phone kept resetting itself or shutting down completely throughout the night. Again, I blamed it the amount of data I was transferring from my old phone. (mistaken again)I used the phone for a few days, and it reset or shut down probably an average of 5 times a day. Sometimes the phone would freeze completely and become unresponsive to any buttons, touching, or even my attempts to force it to shut down. I would just have to leave it alone for an hour or until it reset itself again.I ended up returning the phone, and asked to exchange it for one that worked. The company faied to do so and sent me a refund instead. Now I am without a phone right before the holidays and must scramble to find a new one. I will not be buying this phone ever again and I recommend that you don't either.

  
","1.0 out of 5 stars",4
"







  
  
    Very good for the price.
  
","









  
  
    
  It is almost perfect...It takes a while to fully charge, but the battery lasts all day long, esthetically flawless.. not a single scratch.

  
","5.0 out of 5 stars",4
"







  
  
    Perfect
  
","









  
  
    
  I usually seek refurbished products as it is a good way to get quality devices at slightly lower costs than buying them new. I found this listing and I will admit that I was a little skeptical about making the purchase because of how few reviews there were. I contacted the seller and asked if there was any way that I could be assured that this would be a good purchase. They were very polite and gave me all of the info on the warranties provided by both them and Apple.I received the product and it was in MINT condition. The phone had absolutely no sign of ware whatsoever. It has been working perfectly for 4 months now, and I could not be happier with my purchase.The packaging clearly wasn't original and the charger was not OEM, but this is stated in the product description so I knew what I was getting into. No big deal.If you're the type of person that is willing to give up a fancy unboxing experience to save about $100, this is an excellent option for you.Additionally, I had no problems switching this phone over on my Verizon account. As long as you are a Verizon customer, this should be an easy process through the Verizon app.Thanks!

  
","5.0 out of 5 stars",4
"







  
  
    It’s a scam in a good way
  
","









  
  
    
  I am very very confused because I got an iPhone 11 Pro Max and not a red iPhone 8. But I don’t care it’s so much better

  
","5.0 out of 5 stars",4
"







  
  
    You can trust this purchase
  
","









  
  
    
  I was extremely skeptical about going with the certified refurbished option but this company did not let me down. You can trust this purchase completely and I’m so glad I did. It saved me hundreds of dollars and this phone works perfectly. I might as well as bought it new, no scratches or noise deformations. I’m pumped.

  
","5.0 out of 5 stars",4
"







  
  
    Great
  
","









  
  
    
  Seller was prompt and the phone was flawless. After a couple months, I have had no issues.

  
","5.0 out of 5 stars",4
"







  
  
    Defective product received
  
","









  
  
    
  I received a defective phone. It arrived in good physical condition, but cannot be updated to the latest software version and no longer boots up. This is all within an hour of having receiving it.The return label I received from the seller requires that I pay for shipping!

  
","1.0 out of 5 stars",4
"







  
  
    The phone was clearly defective because the touch screen did not work.
  
","









  
  
    
  the phone was clearly defective. The touch screen did not work at all. This is extremely frustrating since I need a cell phone for work. This makes me question using Amazon when clearly defective products are shipped, apparently without assuring that the product is operational.

  
","1.0 out of 5 stars",4
"







  
  
    Great product and value
  
","









  
  
    
  I purchased this for my wife. I was VERY hesitant to purchase refurbished especially when you see reviews of phones not working at all or where product details warn against using phone with any carrier other then ATT. We use cricket, which uses ATT towers. Happy to report, phone arrived fast, condition was excellent (no dings, scrapes, scratches, or any physical damage whatsoever). Packaging was a repack ( not original box) but was re-wrapped, included new cable and charge block, phone was nearly charged to full. Included a nice screen protector. Setup was simple as new, no issues with transfer. My wife has been using for 3 days now and loves it (so far). Will update after 30 days but so far, very pleased and glad We purchased.**UPDATE** 30 days in and still no issues. Very satisfied customer

  
","5.0 out of 5 stars",4
