"amazon_review.content","amazon_review.sentiment","amazon","best","deliveri","easi","excel","good","great","machin","money","nice","price","product","qualiti","use","valu","wash","work"
"Best washing in this segment. easy in use. awesome quality","positive",0,0.56265706504798,0,0.542234500213402,0,0,0,0,0,0,0,0,0.580590048202816,0.444881574274187,0,0.377274129527882,0
"Good value for money. Length of drainage pipe is short else OK","positive",0,0,0,0,0,0.145202272790221,0,0,0.367324931916982,0,0,0,0,0,0.380978565636327,0,0
"Great value for money...","positive",0,0,0,0,0,0,1.41271991239825,0,0.979533151778619,0,0,0,0,0,1.01594284169687,0,0
"Nice and good product. Easy going. Easy installation","positive",0,0,0,1.26521383383127,0,0.193603030386962,0,0,0,0.479950961047048,0,0.204823534527564,0,0,0,0,0
"Good product value for money","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"The product is easy to you and reasonable with the good quality.","positive",0,0,0,0.759128300298763,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0.812826067483943,0,0,0,0
"Very nice product, quality is very good, I am very happy 😊😁❤️","positive",0,0,0,0,0,0.193603030386962,0,0,0,0.479950961047048,0,0.204823534527564,0.677355056236619,0,0,0,0
"Value for money. Nice product","positive",0,0,0,0,0,0,0,0,0.734649863833964,0.719926441570572,0,0.307235301791346,0,0,0.761957131272654,0,0
"Nice product and value for money","positive",0,0,0,0,0,0,0,0,0.734649863833964,0.719926441570572,0,0.307235301791346,0,0,0.761957131272654,0,0
"Working fine since started using in dec 2020","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.519028503319885,0,0,0.623700373755392
"Super nice product value for money","positive",0,0,0,0,0,0,0,0,0.587719891067171,0.575941153256458,0,0.245788241433077,0,0,0.609565705018123,0,0
"It is a good washing machine at value able price.","positive",0,0,0,0,0,0.193603030386962,0,0.406016519134446,0,0,0.661495517396563,0,0,0,0.507971420848436,0.440153151115862,0
"It is very usefull and like it very much","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mostly like . Get it reasonable price.","positive",0,0,0,0,0,0,0,0,0,0,0.793794620875875,0,0,0,0,0,0
"It's good product and value for money as well.","positive",0,0,0,0,0,0.232323636464354,0,0,0.587719891067171,0,0,0.245788241433077,0,0,0.609565705018123,0,0
"Good product. Value for money.","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Very good product. Interface user friendy","positive",0,0,0,0,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"Value for money...","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"very excellent washing machine I like it","positive",0,0,0,0,1.02432430033873,0,0,0.609024778701668,0,0,0,0,0,0,0,0.660229726673793,0
"Value for money.","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Their aftersale service is good.","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"Exceptional value for money","positive",0,0,0,0,0,0,0,0,0.979533151778619,0,0,0,0,0,1.01594284169687,0,0
"Yes it’s value for money products","positive",0,0,0,0,0,0,0,0,0.587719891067171,0,0,0.245788241433077,0,0,0.609565705018123,0,0
"This product is very good to use","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,1.03805700663977,0,0,0
"I. like this product very Nice","positive",0,0,0,0,0,0,0,0,0,0.959901922094096,0,0.409647069055129,0,0,0,0,0
"Good washing machine","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Good washing machine","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Good washing machine","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"This product is very best.","positive",0,1.96929972766793,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Value for Money...","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Good and money value product.","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Good product 👍","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"VALUE OF MONEY","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Best product in price","positive",0,1.31286648511195,0,0,0,0,0,0,0,0,1.32299103479313,0.409647069055129,0,0,0,0,0
"Good products","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good washing machine","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good washing machine","positive",0,0,0,0,0,0.387206060773924,0,0.812033038268891,0,0,0,0,0,0,0,0.880306302231724,0
"Very good product.","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Wonderful. Product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Value for money .","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Product is best","positive",0,1.96929972766793,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Working speed","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87110112126618
"Good machine","positive",0,0,0,0,0,0.580809091160886,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Nyc product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"I like it","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"white westinghouse washing machine bahut badhiya पैसा वसूल वाशिंग मशीन चलने में काम करने में बहुत जबरदस्त कंपेयर एलजी वाशिंग मशीन","positive",0,0,0,0,0,0,0,0.116004719752699,0,0,0,0,0,0,0,0.125758043175961,0
"This is a good product and I am impressed for this washing machine. Your product are very good. Keep it up","positive",0,0,0,0,0,0.290404545580443,0,0.304512389350834,0,0,0,0.307235301791346,0,0,0,0.330114863336896,0
"Very good product with nice build quality","positive",0,0,0,0,0,0.232323636464354,0,0,0,0.575941153256458,0,0.245788241433077,0.812826067483943,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Superb product at this price range.... Smooth functioning and no sound while operating ... Hope after sale services will also be good too","positive",0,0,0,0,0,0.0893552447939824,0,0,0,0,0.305305623413798,0.094533939012722,0,0,0,0,0
"Excellent product. Value for money.","positive",0,0,0,0,1.02432430033873,0,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Good product. Very fast installation same day delivery and installation is done. Good working. Love and blessings for LG ..","positive",0,0,0.33867752811831,0,0,0.193603030386962,0,0,0,0,0,0.102411767263782,0,0,0,0,0.311850186877696
"I purchased this washing machine for my home and it was delivered safely at the doorstep in the stipulated time. The machine is running smoothly but the only concern is sometimes is take more time than what is shown in the display before starting the machine.","positive",0,0,0,0,0,0,0,0.365414867221001,0,0,0,0,0,0,0,0.132045945334759,0
"Terrific purchase. Installation done within 2 hours after delivery of product.Thanks to Amazon for providing it in decent condition.","positive",0.32573767599515,0,0.33867752811831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This specific model is very good, as per my expectation, I study this product before buying also checked lot of other brands like ifb and Samsung i find this best coz it has inverter with 5 star energy saving. Go for this model coz I'm writing this review after 6 days.","positive",0,0.145874053901328,0,0,0,0.0430228956415471,0,0,0,0,0,0.0455163410061254,0,0,0,0,0
"Very good machine, using it since more then a month, based on inverter motor technology, quite silent and best Washington results. Good service by Amazon and LG.. Delivered on time and installed on same day.","positive",0.186135814854372,0.187552355015993,0,0,0,0.110630303078264,0,0.116004719752699,0,0,0,0,0,0.148293858091396,0,0,0
"Good wash quality and product was delivered as described promptly. Thanks to Amazon.","positive",0.434316901326867,0,0,0,0,0.129068686924641,0,0,0,0,0,0.136549023018376,0.451570037491079,0,0,0.293435434077241,0
"Product is ok. But I am not satisfied with the installation because the person who came for installation they were not properly guided and has worst behavior.","positive",0,0,0,0,0,0,0,0,0,0,0,0.122894120716539,0,0,0,0,0
"Easy to use. Good for small family. Wash quality is good. But drying is not upto the mark. Else everything is good.","positive",0,0,0,0.271117250106701,0,0.248918181926094,0,0,0,0,0,0,0.290295024101408,0.222440787137094,0,0.188637064763941,0
"It's been 1month we are using it ,good product, no noise ,washing well.","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0.175563029595055,0,0.444881574274187,0,0.377274129527882,0
"I'm using it's since a month and everything seems fine but only thing is the inlet and outlet pipes are very small due to which I had to buy additional pipes form outside.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.183186530583489,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Good machine","positive",0,0,0,0,0,0.580809091160886,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Good product.. Working fine.. Delivered on time.. Installation got delayed by 2days, but was done nicely.","positive",0,0,0,0,0,0.0968015151934809,0,0,0,0.239975480523524,0,0.102411767263782,0,0,0,0,0.311850186877696
"Super....worth for money but during installation 2100rs extra forsome power and pipe","positive",0,0,0,0,0,0,0,0,0.419799922190837,0,0,0,0,0,0,0,0
"Thanks Amazon for this great product. It’s really good wash all types of clothes and very minimal noise. Go for it..","positive",0.32573767599515,0,0,0,0,0.0968015151934809,0.353179978099564,0,0,0,0,0.102411767263782,0,0,0,0.220076575557931,0
"don't confuse if you buy washing machine. ONLY LG","positive",0,0,0,0,0,0,0,0.609024778701668,0,0,0,0,0,0,0,0.660229726673793,0
"LG products are always good","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Installation time no demo shown. If called again for demo service chargeable which is not correct.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Best product by LG. Amazon delivery and product installation service are awesome.","positive",0.488606513992726,0.492324931916982,0.508016292177464,0,0,0,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"A very good product from LG. Also the packaging and delivery from Amazon was awesome.","positive",0.558407444563115,0,0.580590048202816,0,0,0.165945454617396,0,0,0,0,0,0.175563029595055,0,0,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"It's very easy to use with low budget","positive",0,0,0,0.948910375373453,0,0,0,0,0,0,0,0,0,0.778542754979828,0,0,0
"Excellent product","positive",0,0,0,0,2.04864860067746,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"I feel good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Found a great deal on Amazon. Value for money","positive",0.651475351990301,0,0,0,0,0,0.706359956199127,0,0.489766575889309,0,0,0,0,0,0.507971420848436,0,0
"Very Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Panasonic 7.5 kg with Built in Heater was purchased by us after doing lot of research .the product was delivered and installed by Panasonic Team on same day. Just register your details on company app and you get a call back .. About the product :-. Pros. 1.Well-built and sturdy.. 2.Noiseless.. Cons. 1.None","positive",0,0,0,0,0,0,0,0,0,0,0,0.0910326820122508,0,0,0,0,0
"Good features for the price. Less noisy and water levels is measured automatically. Even washed my shoes without telling my wife 😂","positive",0,0,0,0,0,0.0726011363951107,0,0,0,0,0.248060819023711,0,0,0,0,0.165057431668448,0
"Excellent Product - Panasonic","positive",0,0,0,0,1.36576573378497,0,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"I always choose Panasonic products. They are lasting and gives satisfied results.","positive",0,0,0,0,0,0,0,0,0,0,0,0.153617650895673,0,0,0,0,0
"Best washing machine,easy to use,having a number of functions and programs in it","positive",0,0.56265706504798,0,0,0,0,0,0,0,0,0,0,0,0.444881574274187,0,0.377274129527882,0
"Very much satisfied.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"LG 5star semi automatic washing machine is Nice product.....it's auto restarting option when the power cut is occur, is very helpful.... The total appearance is good....but There is no filter bag with this product,as shown in the picture epicture the 3rd installation filter kit is missing","positive",0,0,0,0,0,0.0430228956415471,0,0.0902258931409879,0,0.106655769121566,0,0.0910326820122508,0,0,0,0.0978118113590804,0
"After a long duration of Use, I must tell that this product is very good and This machine I got since last 2 months I am using this machine no issue till date, efficiency is good, operating is fine and simple, and machine can restart from where it shutdown due to electricity and the trust of LG brand is here. The one and only issue is that the Filter Kit is not here as shown in picture. Overall it's a good product.","positive",0,0,0,0,0,0.0893552447939824,0,0.187392239600513,0,0,0,0.0630226260084813,0,0.15970107794458,0,0,0
"Another excellent purchase from LG. Value for money product got at a good price from Amazon.. And amazon service again top notch, from tracking to delivery, packaging and duration of delivery.. I wanted to replace it with a bigger size but thats not possible as advised by the CCE since the product has no issues.. Fine!. Good Job #Amazon#LG!","positive",0.229932477173047,0,0.239066490436454,0,0.120508741216321,0.0683304813130454,0,0,0.0864293957451722,0,0.116734503069982,0.0722906592450227,0,0,0.0896420154438416,0,0
"Compare to other washing machine. This seems to be little costly which is around 13450 but worth it. If you are cost conscious than go for other brand. But if you wanted to invest in long term with 5 star energy efficient than go for this.. Couple of points which helped me and may be useful for you too (2 month after purchased).. Pros :. - Check energy efficient rating. (This machine has 5 star rating). - Machine is easily movable or not (This washing has 2 front 360 wheel and other are normal). - Round Lint which I liked . I don't have exact answer is it really good or not. Find it ok.. - The built looks good and clean. The material is plastic but looks good. LG always has some plus point in this area whichever product of them you go for.. - The motor RPM speed is good (1350). Noise as usual is same as other semi automatic washing machine.. - Rat away material which promise Rat will not built their housing inside your washing machine.. You will find most of the washing machine in the range of 11k to 12k have the above features . I checked the review on Flipkart as well as Amazon. Find too much fluctuation on other brand pricing but the price of this washing was constant as well as review were mostly par @ average 4.5 (above 100 to 200 reviews).","positive",0.0368759633202057,0,0,0,0,0.0438346483895008,0,0.137892402724906,0,0,0.0748862849882901,0.0115937849732584,0,0.0293789718860312,0,0.14948597585067,0
"Machine arrived a day late but there is no damage which I was worried because large appliances can be poor handled. However with my order the product arrived in perfect condition and no missing part which is great. Happy to recommend to others. 5 star rating definitely makes it less power consuming product.","positive",0,0,0,0,0,0,0.136714830232089,0.0785838424131185,0,0,0,0.079286529494541,0,0,0,0,0
"Product is as described in the product description. Since it has 5 star rating, the performance is not so good but off course it will save energy. Machine has 4 wheels but the problem is only 2 wheels on one side can rotate 360° which causes difficulty to move the machine. Good for larger families.","positive",0,0,0,0,0,0.0860457912830942,0,0.180451786281976,0,0,0,0.0910326820122508,0,0,0,0,0
"Product is very Good.. Packaging was also Good.. Only two noting want to mention.. 1) lint filter is missing.. 2) Vibration and sound is little bit more while working due to the spinning force of washing water.. But overall, product is very Good.","positive",0,0,0,0,0,0.139394181878613,0,0,0,0,0,0.0983152965732309,0,0,0,0.105636756267807,0.149688089701294
"I’m using it since 3 months. It’s doing its job nicely. Performance of the product is very good. If u thinking to buy it, just buy it without any second thought....😊😊","positive",0,0,0,0,0,0.0683304813130454,0,0,0,0.169394456840135,0,0.0722906592450227,0,0.183186530583489,0,0,0
"Excellent quality of washing, especially spin drier is marvellous,but the magic wheels are bit disappointing. Over all awesome purchase","positive",0,0,0,0,0.315176707796532,0,0,0,0,0,0,0,0.312625410570747,0,0,0.203147608207321,0
"Very good product at reasonable price . It is very easy to use and overall performance is best .","positive",0,0.437622161703984,0,0.421737944610424,0,0.129068686924641,0,0,0,0,0.440997011597708,0.136549023018376,0,0.346019002213257,0,0,0
"Wow awesome product, and worth price 12990 only , very good deal. I like Amazon, thanks to Amazon .","positive",0.710700383989419,0,0,0,0,0.105601652938343,0,0,0,0,0.360815736761761,0.111721927924126,0,0,0,0,0
"The product is good for small families no issues so far","positive",0,0,0,0,0,0.193603030386962,0,0,0,0,0,0.204823534527564,0,0,0,0,0
"We got two. Amazing price. Worthy .works nicely. Dries very fast. And we got a small pack of Ariel free.","positive",0,0,0,0,0,0,0,0,0,0.205693269020163,0.283498078884241,0,0,0,0,0,0.267300160180882
"Ordered the washing machine and delivered at the door step. However, when I was installing the machine I discovered that the lint filter was missing.","positive",0,0,0,0,0,0,0,0.374784479201027,0,0,0,0,0,0,0,0.203147608207321,0
"LG product is best it is durable and long lasting","positive",0,0.787719891067171,0,0,0,0,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"After 6 months of use it is working fine with no issue. Best semiautomatic machine in this prize range.","positive",0,0.393859945533586,0,0,0,0,0,0.243609911480667,0,0,0,0,0,0.311417101991931,0,0,0.374220224253235
"Wire aur Drin Pip Short hai, baki sab 1st Class hai","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Got it for 11,600/ on sale. Giving review after 6months, working very good, worth of purchase with this price.","positive",0,0,0,0,0,0.116161818232177,0,0,0,0,0.396897310437938,0,0,0,0,0,0.374220224253235
"Great work.","positive",0,0,0,0,0,0,2.11907986859738,0,0,0,0,0,0,0,0,0,1.87110112126618
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Both are good price and product","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,1.32299103479313,0.409647069055129,0,0,0,0,0
"Overall good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Working smooth. But the motor makes very high noise","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623700373755392
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Working fine brought in ₹11700, 8kg","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935550560633088
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Awesome product and quick Amazon prime delivery .. Easy to move and wash. Worth for money","positive",0.35535019199471,0,0.369466394310883,0.345058318317619,0,0,0,0,0.267145405030532,0,0,0.111721927924126,0,0,0,0.240083536972288,0
"Working fine as per the expectation.Relaxed after purchase for washing clothes.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377274129527882,0.534600320361765
"Good product from LG. Thanx Amazon for the fast delivery ( 4 days before the delivery date) 🙂🙂","positive",0.390885211194181,0,0.812826067483943,0,0,0.116161818232177,0,0,0,0,0,0.122894120716539,0,0,0,0,0
"Everything is found.. except filter bag..pls provide asap...","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy to use and good value for money","positive",0,0,0,0.759128300298763,0,0.232323636464354,0,0,0.587719891067171,0,0,0,0,0.622834203983862,0.609565705018123,0,0
"Simple functions quick to understand and use.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.622834203983862,0,0,0
"Nice washing machine lg","positive",0,0,0,0,0,0,0,0.812033038268891,0,0.959901922094096,0,0,0,0,0,0.880306302231724,0
"The machine is very simple and easy to use. I like the design too","positive",0,0,0,0.632606916915636,0,0,0,0.406016519134446,0,0,0,0,0,0.519028503319885,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Got same as shown in Amazon app... Worth of money good product","positive",0.488606513992726,0,0,0,0,0.145202272790221,0,0,0.367324931916982,0,0,0.153617650895673,0,0,0,0,0
"Very easy","positive",0,0,0,3.79564150149381,0,0,0,0,0,0,0,0,0,0,0,0,0
"Product good and amazon delivery also good but demo person is not available.","positive",0.434316901326867,0,0.451570037491079,0,0,0.258137373849282,0,0,0,0,0,0.136549023018376,0,0,0,0,0
"Good piece at better price","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0.992243276094844,0,0,0,0,0,0
"Best Product Becasue Lg Is Good Company","positive",0,0.787719891067171,0,0,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"Good product , value for money","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"washing machine such a Very good product of L.G. in minimum price 😊👌","positive",0,0,0,0,0,0.165945454617396,0,0.348014159258096,0,0,0.566996157768482,0.175563029595055,0,0,0,0.377274129527882,0
"Lg product is good but washing tub is small 8 kg compare to other product,","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0.35112605919011,0,0,0,0.377274129527882,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Srinu","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good product..... Worth for price... Thank you...","positive",0,0,0,0,0,0.232323636464354,0,0,0,0,0.793794620875875,0.245788241433077,0,0,0,0,0
"Good quality, best drying","positive",0,0.984649863833964,0,0,0,0.290404545580443,0,0,0,0,0,0,1.01603258435493,0,0,0,0
"nice product, value for money..","positive",0,0,0,0,0,0,0,0,0.734649863833964,0.719926441570572,0,0.307235301791346,0,0,0.761957131272654,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Go for it.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I m using it from past 3 days its been working awesome","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0.622834203983862,0,0,0.748440448506471
"Very nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Wonderful","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy to use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Bill not received along with item. Machine is good and delivered on time","positive",0,0,0,0,0,0.145202272790221,0,0.304512389350834,0,0,0,0,0,0,0,0,0
"Overall good product in this budget.","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Good And Original Product. Thank You Amazon.","positive",0.781770422388361,0,0,0,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"It's same as I expected, love it","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Good product and essy to use.","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0.778542754979828,0,0,0
"Good product but not the best","positive",0,1.31286648511195,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Owsm product. Nice cleaning.","positive",0,0,0,0,0,0,0,0,0,0.719926441570572,0,0.307235301791346,0,0,0,0,0
"good product. until now 100% satisfy","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Eazy to use","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Nice product and accessories","positive",0,0,0,0,0,0,0,0,0,0.959901922094096,0,0.409647069055129,0,0,0,0,0
"Easy to use, good machine for daily use.","positive",0,0,0,0.632606916915636,0,0.193603030386962,0,0.406016519134446,0,0,0,0,0,1.03805700663977,0,0,0
"Nice Product 👍👌","positive",0,0,0,0,0,0,0,0,0,0.959901922094096,0,0.409647069055129,0,0,0,0,0
"Value for money..","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Best product in this range, easy to use, comfortable in movement","positive",0,0.56265706504798,0,0.542234500213402,0,0,0,0,0,0,0,0.175563029595055,0,0.444881574274187,0,0,0
"Almost good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Amazing💕😍 very fast and good washing machine on this price","positive",0,0,0,0,0,0.193603030386962,0,0.406016519134446,0,0,0.661495517396563,0,0,0,0,0.440153151115862,0
"I love this machine","positive",0,0,0,0,0,0,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Excellent working","positive",0,0,0,0,2.04864860067746,0,0,0,0,0,0,0,0,0,0,0,1.87110112126618
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good quality","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,2.03206516870986,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good machine","positive",0,0,0,0,0,0.580809091160886,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Good Product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Product is good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"EXCELLENT","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Good product..","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
